title,description,category,price,reseller_price,compare_price,image_url,stock,sku,cross_sells,key_benefits,technical_specifications,warranty_and_support
VIDEO PROJECTEUR EPSON EBW51 4000 LUMENS,"<p><span>Résolution: WXGA (1280 x 800), 16:10</span><br><span>Luminosité: 4.000 lumen- 2.600 lumen (économie) conformément à la norme IDMS15.4</span><br><span>Rapport de contraste: 16.000 : 1</span><br><span>UHE, 210 W, 6.000 h Longévité, 12.000 h Longévité (en mode économique)</span><br><span>Rapport de projection: 1,30 - 1,56:1</span><br><span>Taille de l'image: 33 pouces - 320 pouces</span><br><span>Système de projection: Technologie 3LCD, Obturateur RVB à cristaux liquides</span><br><a href=""https://www.iris.ma/66-haut-parleur-enceinte-pc"">Haut-parleur</a><span>: 2 W</span><br><span>Poids: 2,5 kg</span><br><span>Connexions: USB 2.0 type A, USB 2.0 type B, Entrée VGA, Entrée HDMI, Entrée composite, Entrée RCA</span></p>",Electronics > Video > Projectors > Multimedia Projectors,6221.0,5184.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/epson-eb-w51-4000-lumens-v11h977040.webp?v=1761660534,10,,,,,
VIDEO PROJECTEUR EPSON EBX49 3600 LUMENS,"<p><span>Résolution: XGA, 1024 x 768, 4:3</span><br><span>Luminosité: 3.600 lumen- 2.400 lumen (économie)</span><br><span>Rapport de contraste: 16.000 : 1</span><br><span>UHE, 210 W, 6.000 h Longévité, 12.000 h Longévité (en mode économique)</span><br><span>Rapport de projection: 1,48 - 1,77:1</span><br><span>Taille de l'image: 30 pouces - 300 pouces</span><br><span>Système de projection: Technologie 3LCD, Obturateur RVB à cristaux liquides</span><br><span>Connexions: USB 2.0 type B, RS-232C, Interface Ethernet </span><sup></sup><span>(100 Base-TX/10 Base-T), Réseau local sans fil a/n (5 GHz) (en option), Entrée VGA (2x), Sortie VGA, Entrée HDMI, Entrée composite, Sortie audio mini-jack, Entrée audio mini-jack (2x), Entrée RCA, USB 2.0 type A</span></p>",Electronics > Video > Projectors > Multimedia Projectors,4092.0,3410.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/Epson-Videoprojecteur-EB-X49-Professionnel-3LCD-XGA-3600-Lumens-V11H982040-1-4.jpg?v=1761660648,10,,,,,
VIDEO PROJECTEUR EPSON EHTW7100 3000 LUMENS,"<p><span>Résolution: 4K PRO-UHD (3840 x 2160)</span><br><span>Luminosité: 3.000 lumen conformément à la norme IDMS15.4</span><br><span>Rapport de contraste: 100.000 : 1</span><br><span>UHE, 250 W, 3.500 h Longévité, 5.000 h Longévité (en mode économique)</span><br><span>Rapport de projection: 1,32 - 2,15:1</span><br><span>Taille de l'image: 40 pouces - 500 pouces</span><br><span>Système de projection: Technologie 3LCD, Obturateur RVB à cristaux liquides</span><br><span>Haut parleur : 10 W, Stéréo : Stéréo</span><br><span>Poids: 6,9 kg</span><br><span>Connexions: USB 2.0-A (2x), USB 2.0 Mini-B, Entrée HDMI (2x), Prise jack de sortie, Bluetooth</span></p>",Electronics > Video > Projectors > Multimedia Projectors,15953.0,13294.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/epson-eh-tw7100-videoprojecteur-4k-pro-uhd-v11h959040.webp?v=1761660668,10,,,,,
SCANNER A PLAT AVISION A4 FB10 48BITS,"<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Type: FLATEBED</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Model: FB10</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Technology: Contact Image Sensor (CIS)</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Light Source: LED</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Resolution: UPTO 4800DPI</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">File Formats: BMP, PNG, GIF, JPEG, Single-Page PDF, Multi-Page PDF, Multi-TIFF,</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">TIFF, RTF, TXT, OCR (for iScan only), XPS, DOC, XLS, PPT, DOCS, XLSX, PPTX,</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">HTML</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Grayscale Mode: 16-bit input 8-bit output</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Color Mode: 48-bit input 24-bit output</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Memory: 16 MB SDRAM</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Paper Handling: Manual</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Scanning Method: Manual</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Scanning Bit Depth (Input / Output): 16-bit input 8-bit output/48-bit input 24-bit output</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Scanning Speed: 9 sec ( Include Backhome 18 sec )</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Maximum Document Size: A4</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Scan Feature: In addition, the scanner comes with the convenient feature of multiple images</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">cropping. With this feature, various sizes of documents such as photos, ID Cards, or</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">business cards can be placed on the flatbed and the scanner is able to crop and create</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">multiple images according to the original sizes of the documents in one single scan</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Bluetooth / NFC / Wifi: N/A</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Network Info: N/A</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">System Requirements: Win 7, Win 8, Win 10, Win11</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Interface: USB 2.0</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Operating Environment: Operation &lt; 50 dB?Ready &lt; 45 Db</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Power Consumption: The FB10 is powered by the USB cable to the PC. No external power</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">adapter and cords are needed!</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Duty Cycle: N/A</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Dimensions: 255 x 355 x 46 mm ( 11.04 x 13.98 x 1.81 in. )</span></p>
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: normal;""><span style=""font-size: 10.0pt; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: Calibri; mso-bidi-theme-font: minor-latin; color: black; mso-fareast-language: FR;"">Weight: 1.4 kg (3 lb.)</span></p>","Electronics > Print, Copy, Scan & Fax > Scanners > Flatbed Scanners",1090.0,908.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/FB10_1-600x600.jpg?v=1761664097,10,,,,,
PC ALL IN ONE DELL OPTIPLEX 74065 I5-14500 VPRO 16Go 256Go SSD 23.8’’,"<p><span>PC All-in-One Noir</span><br><span>Intel® Core™ i5 i5-14500</span><br><span>60,5 cm (23.8″) Full HD 1920 x 1080 IPS</span><br><span>8 Go DDR5-SDRAM 1 x 8 Go</span><br><span>256 Go SSD Lecteur de cartes mémoires intégré</span><br><span>Intel UHD Graphics 770</span><br><span>2,07 MP 1920 x 1080 pixels</span><br><span>Ethernet/LAN 10,100,1000 Mbit/s</span><br><span>Windows 11 Pro 64-bit</span></p>",Electronics > Computers > Desktop Computers,10898.0,9081.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/ordinateur-tout-en-un-dell-optiplex-7420-aio-i5-14500t-8go-256go-dl-op7420-i5-aio-t-linksolutions1-430x430.webp?v=1761729630,10,,,,,
PC ALL IN ONE HP PRO 240G10 i5-1335U,"<ul>
<li>
<span>Intel® Core™ i5-1335U (jusqu’à 4,6 GHz avec la technologie Intel® Turbo Boost, 12 Mo de mémoire cache L3, 10 cœurs, 12 threads)</span><br><span>RAM: 8 Go de mémoire RAM DDR4-3200 MHz (1 x 8 Go)</span><br><span>Disque dur: SSD NVMe™ PCIe® 512 Go</span><br><span>Ecran : Full HD d’une diagonale de 60,5 cm (23,8 pouces) (1920 x 1080), IPS, micro-bords sur trois côtés, antireflet, 250 nits, 72 % NTSC</span><br><span>Carte graphique: Intel® Iris® Xᵉ</span><br><span>FreeDOS (Sans Windows)</span>
</li>
</ul>",Electronics > Computers > Desktop Computers,7841.0,6534.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/b34f098481c8681df55a5c715b146f593b59a4f3-600x600.jpg?v=1761218815,10,,,,,
PC PORTABLE LENOVO THINKBOOK L14 i7-1165G7,"<p><span>Intel Core i7-1165G7 (4C / 8T, 2.8 / 4.7GHz, 12MB)</span><br><span>RAM: 1x 8GB SO-DIMM DDR4-3200</span><br><span>Disque dur: 512GB SSD M.2 2280 PCIe 3.0x4 NVMe Opal</span><br><span>Ecran 14:  FHD (1920x1080) IPS 250nits Anti-glare</span><br><span>Carte graphique: Intel Iris Xe</span><br><span>FreeDOS</span><br><span>Clavier: AZERTY français</span></p>",Electronics > Computers > Laptops,9240.0,7700.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/lenovo-thinkpad-l14-intel-i7-1165g7-14-8go-512go-ssd-win-10-pro-black-12m.png?v=1761730623,10,,,,,
PC PORTABLE LENOVO THINKBOOK 14 G2 ITL i7-1165G7,"<p><span>Intel Core i7-1165G7 (4C / 8T, 2.8 / 4.7GHz, 12MB)</span><br><span>RAM: 8GB Soldered DDR4-3200</span><br><span>Disque dur: 1 TB - Empty M.2 2280 PCIe 4.0x4 SSD</span><span> Slot + 1TB HDD 2.5"" - 5400 tours/minute</span><br><span>Écran: 14"" FHD (1920x1080) TN 220nits Anti-glare</span><br><span>Carte graphique: Integrated Intel Iris Xe Graphics functions as UHD Graphics</span><br><span>FreeDOS</span><br><span>Clavier: AZERTY français</span></p>",Electronics > Computers > Laptops,12659.0,10549.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/20VD000RFE-Lenovo-Thinkbook-14-G2-ITL-i7-1165G7-8GB-1TB-Freedos-01.jpg?v=1761730559,10,,,,,
PC PORTABLE LENOVO IDEAPAD SLIM 3 15IRH10 I5-13420H 8GB,"<p><span>Intel® Core™ i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB</span><br><span>RAM: 8GB</span><br><span>Disque dur: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®</span><br><span>Écran: 15.3"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, 60Hz</span><br><span>Carte graphique: Intel® UHD Graphics</span><br><span>Windows® 11 Home</span><br><span>Clavier : Non-backlit, français (AZERTY)</span><br><span>Poids: À partir de 1.59 kg</span></p>",Electronics > Computers > Laptops,5478.0,4565.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/slim-main.webp?v=1761730184,10,,,,,
SanDisk SSD Plus - 480 Go,"<p>Découvrez le SanDisk SSD Plus 480GB, l'allié idéal pour optimiser les performances de votre ordinateur. Avec des démarrages et arrêts ultra-rapides, ce disque à état solide prolonge la durée de vie de votre machine tout en garantissant une réponse d'application instantanée. Sa conception robuste et sa configuration facile en font un choix parfait pour les utilisateurs exigeants. Améliorez votre expérience multimédia avec un disque fiable et efficace, conçu pour les charges de travail classiques sur PC. Ne laissez pas un disque dur lent freiner votre productivité, passez à la vitesse supérieure avec le SanDisk SSD Plus !</p>",,5501.0,4584.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/sandisk-ssd-plus-480-go_10892d12-32d2-406d-af81-4d0db5602375.png?v=1761735320,0,SDSSDA-480G-G26,,,,
SanDisk SSD Plus - 240 Go,"<p>Découvrez le SanDisk SSD Plus 240GB, la solution idéale pour booster la performance de votre ordinateur. Grâce à sa conception robuste à l'état solide, il prolonge la durée de vie de votre appareil tout en offrant des démarrages et arrêts ultra-rapides. Profitez de temps de réponse d'application améliorés et d'une efficacité accrue pour toutes vos tâches quotidiennes. Avec une configuration facile, ce SSD est parfait pour optimiser vos charges de travail classiques sur PC. Faites le choix de la fiabilité et de la rapidité avec SanDisk, la marque de confiance des professionnels.</p>",,3478.0,2898.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/sandisk-ssd-plus-240-go_74750a0f-917d-4f34-a530-9f9a1c9edc64.png?v=1754997843,0,SDSSDA-240G-G26,,,,
Carte Mémoire SanDisk Ultra 16 Go (SDSQUNS-016G-GN3MN),<p>Libérez l'espace sur votre smartphone Android avec la carte mémoire SanDisk Ultra 16 Go. Capturez et stockez des heures de vidéos Full HD sans souci. Profitez de vitesses de transfert jusqu'à 100MB/s pour déplacer vos contenus rapidement. Enregistrez des vidéos en Full HD grâce à sa classification de vitesse Classe 10. Gérez facilement vos fichiers avec l'appli SanDisk Memory Zone. Compatible avec tous les appareils hôtes prenant en charge microSDHC et microSDXC. Profitez de performances de lecture séquentielle allant jusqu'à 80MB/s.</p>,Uncategorized,54.0,45.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/carte-memoire-sandisk-ultra-16-go-sdsquns-016g-gn3mn_7263b1d5-0902-444b-b040-f5e7c56b2862-fotor-20250812122551.png?v=1754997964,0,SDSQUNS-016G-GN3MN,,,,
Carte microSDHC SanDisk 32 GB (SDSDQM-032G-B35),"<p>Optimisez votre espace de stockage avec la carte microSDHC SanDisk 32 Go. Profitez d'une capacité généreuse pour sauvegarder et transférer vos fichiers importants, vos photos et vos vidéos. Avec une vitesse de lecture rapide et une fiabilité éprouvée, cette carte vous offre une solution pratique pour étendre la mémoire de votre smartphone, tablette ou caméra. Capturez des moments inoubliables sans vous soucier de l'espace de stockage limité. Simplifiez votre vie numérique avec cette carte microSDHC fiable et performante de SanDisk.</p>",Uncategorized,69.0,57.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/carte-microsdhc-sandisk-sdsdqm-032g-b35-32-gb-sdsdqm-032g-b35_e0e03d11-af10-4c4e-be5d-96a1697f70a2-fotor-20250812122454.png?v=1754997907,0,SDSDQM-032G-B35,,,,
SanDisk SDSQUAR-400G-GN6MN - Carte mémoire SanDisk Ultra Micro SDXC UHS-I A1 de 400 Go,"<p>Carte mémoire SanDisk Ultra Micro SDXC est parfaite pour enregistrer et regarder des vidéos Full HD, avec de la place pour encore plus d'heures de vidéo, Des vitesses de transfert allant jusqu'à 100 Mo / s avec une capacité 400Go vous permettent de déplacer tout votre contenu à une vitesse fulgurante jusqu'à 1000 photos en une minute</p>",Uncategorized,1805.0,1504.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/image_4e20a782-af2b-418d-af34-ebdbb0ac12f9-fotor-20250812122713.png?v=1754999014,0,SDSQUAR-400G-GN6MN,,,,
Carte memoire Sandisk SDSQUAR-032G-GN6MN Ultra Micro SDHC 32GB,<p>La carte mémoire Sandisk Ultra MicroSDHC 32GB Class 10 – Capacité : 32 Go – Vitesse de transfert allant jusqu’à 98 Mb/s – Vitesse de lecture allant jusqu’à 100 Mb/s – Carte de classe 10 pour des vidéos Full HD</p>,Uncategorized,77.0,64.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/carte-memoire-sandisk-sdsquar-032g-gn6mn-ultra-micro-sdhc-32gb-linksolutions_452e3f7a-a321-487a-b8cf-8aee98365062-fotor-20250812124638.png?v=1754999220,0,SDSQUAR-032G-GN6MN,,,,
Carte memoire Sandisk SDSQUAR-016G-GN6MN Ultra Micro SDHC 16GB,<p>La carte mémoire Sandisk Ultra MicroSDHC 16GB Class 10 – Capacité : 16 Go – Vitesse de transfert allant jusqu’à 98 Mb/s – Vitesse de lecture allant jusqu’à 100 Mb/s – Carte de classe 10 pour des vidéos Full HD</p>,Uncategorized,57.0,47.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/carte-memoire-sandisk-sdsquar-016g-gn6mn-ultra-micro-sdhc-16gb-linksolutions_102fee6d-64cc-46ae-8c18-0befb94e605b-fotor-20250812124949.png?v=1754999400,0,SDSQUAR-016G-GN6MN,,,,
Carte Mémoire MicroSDHC SanDisk 16 Go (SDSDQM-016G-B35),"<p>Libérez l'espace sur votre appareil avec la carte mémoire flash SanDisk microSDHC 16 Go. Profitez d'une capacité de stockage étendue pour vos photos, vidéos et fichiers essentiels. Avec une vitesse de transfert rapide, cette carte vous permet d'accéder rapidement à vos données. Capturez des moments inoubliables sans vous soucier de la mémoire. Ajoutez cette carte fiable à votre collection et boostez la performance de votre appareil en un instant. Un compagnon idéal pour les amateurs de photographie et les utilisateurs mobiles exigeants.</p>",Uncategorized,51.0,42.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/carte-memoire-flash-sandisk-microsdhc-16-go-sdsdqm-016g-b35_9eb324e3-c274-4832-9419-6ea5bbf99112-fotor-20250812125119.png?v=1754999505,0,SDSDQM-016G-B35,,,,
Clé USB 3.0 SanDisk Cruzer Glide 128 Go (SDCZ600-128G-G35),"<p>La clé USB 3.0 SanDisk Cruzer Glide de 128 Go est un stockage portable sécurisé et fiable, parfait pour vos photos, vidéos et fichiers divers. Elle offre une performance USB 3.0 rapide, notablement supérieure à celle de l'USB 2.0. Sa capacité de 128 Go vous garantit un espace conséquent pour vos données. Le logiciel SanDisk SecureAccess™ fourni vous permet de protéger vos fichiers privés par mot de passe. Elle possède un design rétractable, protégeant le connecteur USB 3.0 lorsque la clé n'est pas utilisée. Cette clé est également rétrocompatible avec les ports USB 2.0.</p>",Uncategorized,141.0,117.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/cle-usb-30-sandisk-cruzer-glide-128-go-sdcz600-128g-g35_ceb258e3-8a09-4607-bac0-0bdc7ab84c18-fotor-20250812125424.png?v=1754999688,0,SDCZ600-128G-G35,,,,
CLE USB SANDISK CRUZER GLIDE 64GO 3.0 NOIR,"<p>Clé USB&amp; SANDISK Cruzer Glide - Capacité de Stockage:&amp; 64&amp; Go&amp; - Interface:&amp; USB 3.0&amp; -&amp; Stockage fiable pour les photos, vidéos, musiques et autres fichiers - Protection par mot de passe et chiffrement de fichiers avec le logiciel SanDisk® SecureAccess ™ inclus -&amp; Protection supplémentaire avec 2 Go de stockage en ligne sécurisé - Dimensions: 8.4 x 21.8 x 59.4 mm - Couleur: Noir</p>",Uncategorized,82.0,68.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/cle-usb-sandisk-128go-noir-cruzer-glide-30-usb-flash-drive1_3fe04990-663e-4136-8ede-b47b291811ae.png?v=1754999708,0,SDCZ600-064G-G35,,,,
Clé USB SanDisk Cruzer Glide USB 3.0 - 16 Go (SDCZ600-016G-G35),"<p>Cle-usb-sandisk-cruzer-glide-16go-3.0-noir-sdcz600-016g-g35<br>
Optimisez votre stockage numérique avec la clé USB SanDisk Cruzer Glide 16GB USB 3.0. Transférez rapidement et facilement vos fichiers grâce à la vitesse USB 3.0, offrant des performances exceptionnelles. Avec une capacité généreuse de 16 Go, cette clé USB vous permet de sauvegarder, transporter et partager tous vos documents importants. Sa 1 conception compacte et fiable en fait l'outil idéal pour les professionnels en déplacement. Simplifiez votre vie numérique et profitez d'un stockage pratique avec la clé USB SanDisk Cruzer Glide 16GB USB 3.0.</p>",Uncategorized,64.0,53.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/cle-usb-sandisk-cruzer-blade-128go-20-noir-sdcz50-128g-b351_0455c315-2e29-4ce7-ad96-7c96238bde14-fotor-20250812125615.png?v=1754999789,0,SDCZ600-016G-G35,,,,
Clé USB SanDisk Cruzer Glide USB 3.0 - 32GB,"<p>Optimisez votre stockage numérique avec la clé USB SanDisk Cruzer Glide 16GB USB 3.0. Transférez rapidement et facilement vos fichiers grâce à la vitesse USB 3.0, offrant des performances exceptionnelles. Avec une capacité généreuse de 16 Go, cette clé USB vous permet de sauvegarder, transporter et partager tous vos documents importants. Sa conception compacte et fiable en fait l'outil idéal pour les professionnels en déplacement. Simplifiez votre vie numérique et profitez d'un stockage pratique avec la clé USB SanDisk Cruzer Glide 16GB USB 3.0.</p>",Uncategorized,68.0,56.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/cle-usb-sandisk-cruzer-blade-128go-20-noir-sdcz50-128g-b35_10708e73-2ce7-4789-b625-d7055d186352_1_-fotor-2025081212598.png?v=1754999964,0,SDCZ600-032G-G35,,,,
Clef USB 2.0 16GB SanDisk Cruzer Blade,"<p>Clef USB 2.0 16GB SanDisk Cruzer Blade<br>
    Marque : SanDisk<br>
    Référence : SDCZ50-016G-B35<br>
    Gamme : Cruzer Blade<br>
    Capacité : 16GB</p>",Uncategorized,50.0,41.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/clef-usb-20-16gb-sandisk-cruzer-blade_45c484ea-afcc-4847-ad50-498464ca3879-fotor-20250812141223.png?v=1755004364,0,SDCZ50-016G-B35,,,,
Clé USB SanDisk Cruzer Force USB 2.0,<p>MARQUE SANDISK FORCE 2.0 SDCZ71-032G-B35 CAPACITE 32 FORMAT STANDARD NORME USB</p>,,72.0,60.0,0,https://cdn.shopify.com/s/files/1/0639/7876/6523/files/cle-usb-sandisk-cruzer-blade-32-gb-usb-20-sdcz50-032g-b351_f8f59f90-a26a-4342-9194-af3cae3401b2.jpg?v=1755004395,0,SDCZ71-032G-B35,,,,
